city,link,name,location,eventName
belo-horizonte-mg,https://www.sympla.com.br/rosa-de-saron-em-belo-horizonte-2017---acustico-e-ao-vivo--23__103028,Highway Star,sympla,Rosa de Saron em Belo Horizonte 2017 - Acústico e Ao Vivo ⅔
belo-horizonte-mg,https://www.sympla.com.br/-baile-do-sindico---chama-o-sindico--convidados-__117596,Chama o Síndico,sympla,❀ Baile do Síndico - Chama o Síndico & Convidados ❀
belo-horizonte-mg,https://www.sympla.com.br/devochka--deputamadre__117639,Levels,sympla,Devochka @ Deputamadre
belo-horizonte-mg,https://www.sympla.com.br/coaching-de-oratoria---para-uma-alta-performance-na-comunicacao__117679,Erick Barcelos,sympla,Coaching de Oratória - Para uma alta performance na comunicação
belo-horizonte-mg,https://www.sympla.com.br/los-mariachis---quintas---feiras-com-open-bar-e-open-food__117675,Los Mariachis,sympla,Los Mariachis - Quintas - Feiras com Open Bar e Open Food
belo-horizonte-mg,https://www.sympla.com.br/park-paintball__117716,Park Paintball,sympla,Park Paintball
belo-horizonte-mg,https://www.sympla.com.br/park-paintball__117732,Park Paintball,sympla,Park Paintball 
belo-horizonte-mg,https://www.sympla.com.br/park-paintball__117717,Park Paintball,sympla,Park Paintball
belo-horizonte-mg,https://www.sympla.com.br/instinto-feminino---ineditas--beatriz-rodarte__117652,A Autênica,sympla,Instinto Feminino - Inéditas + Beatriz Rodarte
belo-horizonte-mg,https://www.sympla.com.br/nosso-love-o-dj-tubarao--vsbk-o-1802__117759,Clube Chalezinho,sympla,Nosso Love • Dj Tubarão + VSBK • 18/02
belo-horizonte-mg,https://www.sympla.com.br/inovacao-da-experiencia-do-funcionario-belo-horizonte__105907,EID Institute,sympla,Inovação da Experiência do Funcionário (Belo Horizonte)
belo-horizonte-mg,https://www.sympla.com.br/park-paintball__117806,Park Paintball,sympla,Park Paintball 
belo-horizonte-mg,https://www.sympla.com.br/park-paintball__117817,Park Paintball,sympla,Park Paintball 
belo-horizonte-mg,https://www.sympla.com.br/park-paintball__117818,Park Paintball,sympla,Park Paintball 
